timestamp,concurrent_users,test_type,question_category,question,answer,response_time_ms,ttff_ms,status_code,status
2026-05-05T11:28:36.860429,27,load,Direct,Where do I get help with FTA and Certificate of Origin queries in Singapore?,"I am unable to retrieve sufficient information regarding this subject matter. For further guidance, please click on the 'Email' button on the bottom right corner of the screen to arrange for a call or a one-to-one advisory session. Our specialists can offer tailored insights based on your product and trade needs, and help you address any related queries or challenges.",15155.49,15132.73,200,Success
2026-05-05T11:29:41.362467,50,load,Direct,What is the process to revise or correct a Manufacturing Cost Statement that has already been submitted?,,53218.33,10262.84,200,Error - Empty Response
2026-05-05T11:29:42.787702,50,load,Indirect,"We received a request from Indonesian customs to verify our ATIGA PCO. What is the process for Singapore exporters, what documents must we provide, and what is the typical timeline?",,62787.38,10063.85,200,Error - Empty Response
2026-05-05T11:30:12.984773,50,load,Indirect,"If we import under ASEAN-China FTA and re-export to Japan under RCEP with minimal repackaging in Singapore, can we use a back-to-back certificate, and what are the conditions and time limits?","Thank you for your enquiry about back-to-back certificate of origin (B2B PCO) eligibility for importing from China to Singapore under ASEAN-China FTA and re-exporting to Japan under RCEP.

To properly assess your B2B PCO eligibility and provide you with the specific conditions and time limits, I need the following information:

### Required Information:
- **HS Code**: Please provide the HS code for your goods. This is essential to determine tariff rates, duties, and FTA eligibility.

### Informa",81791.04,10072.39,200,Success
2026-05-05T11:30:21.559813,50,load,Direct,"How many FTAs has Singapore signed versus those currently in force, and where can I verify the latest status?",,91425.83,10066.94,200,Error - Empty Response
2026-05-05T11:30:26.371200,50,load,Direct,I am exporting fruits with HS code 0811.10.00.50 from Thailand to the US. What tariffs apply?,"### Tariffs for Exporting Fruits (HS Code 0811.10.00.50) from Thailand to the United States

Based on the official tariff information retrieved from **Mendel**, here are the applicable tariffs for your export:

---

#### **Product Classification**
- **HS Code:** 0811.10.00.50
- **Product Description:** Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter (specifically strawberries)
- **Origin:** Thailand
- **",130676.09,4268.25,200,Success
2026-05-05T11:30:44.184926,50,load,Direct,I am an automobile manufacturer importing parts of a suspension system with HS code 8708.80.55 from Germany which will be assembled in the US. Am I eligible for lower tariffs?,"# Tariff Analysis for Suspension System Parts (HS 8708.80.55) from Germany to United States

Based on your query about importing suspension system parts with HS code **8708.80.55** from **Germany** to the **United States**, here is the tariff information:

---

## Summary of Findings

**You will be subject to additional customs duties despite the free MFN rate, and there are no Free Trade Agreements available between Germany and the United States to provide lower tariff rates.**

---

## Detaile",129259.75,10075.64,200,Success
2026-05-05T11:30:50.333642,50,load,Indirect,Can we ship goods directly from China to Indonesia with a Singapore invoice and still claim ACFTA preference?,"Based on the information retrieved from the CFOTI Knowledge Base, I can provide you with guidance on your question about shipping goods directly from China to Indonesia with a Singapore invoice while claiming ACFTA preference.

## Understanding Your Scenario

You want to:
- **Ship goods from:** China (origin)
- **Ship goods to:** Indonesia (destination)
- **Issue invoice from:** Singapore (third country/non-party to the transaction)
- **Claim:** ACFTA preferential tariff treatment

## Key Findin",136508.91,10070.98,200,Success
2026-05-05T11:30:52.959284,50,load,Indirect,Which Free Trade Agreements (FTAs) can I utilise when exporting compact disks (HS Code: 8523.41.10) from Singapore to Indonesia?,"# Free Trade Agreements (FTAs) for Exporting Compact Disks from Singapore to Indonesia

## Query Details
- **HS Code:** 8523.41.10
- **Product:** Compact disks (unrecorded optical media)
- **Country of Origin:** Singapore
- **Country of Destination:** Indonesia

---

## Applicable Free Trade Agreements

When exporting HS Code 8523.41.10 from Singapore to Indonesia, you can utilise the following FTAs:

### Regional FTAs (ASEAN-based)

| FTA Code | FTA Name | Customs Duty Rate |
|----------|------",145241.98,11427.43,200,Success
2026-05-05T11:30:57.897191,50,load,Indirect,"We consolidate shipments from multiple ASEAN countries in Singapore and then send them to Australia. Can we obtain a single certificate covering the whole consignment, or do we need separate origin do","Based on the information retrieved from the **CFOTI Knowledge Base**, specifically from the **ASEAN-Australia-New Zealand Free Trade Area (AANZFTA)**, I can provide guidance on your consolidation scenario.

## Back-to-Back Certificate of Origin under AANZFTA

Your scenario involves consolidating shipments from multiple ASEAN countries in Singapore before exporting to Australia. The AANZFTA does provide for **back-to-back Certificates of Origin**, which is relevant to your situation.

### Key Req",123643.18,10186.76,200,Success
2026-05-05T11:31:00.054766,50,load,Direct,I am exporting rubber gloves (HS 4015.19) from Singapore to Malaysia. Which FTA applies?,"# Applicable FTAs for Exporting Rubber Gloves (HS 4015.19) from Singapore to Malaysia

Based on the information retrieved from **Mendel** for HS Code **4015.19**, Country of Origin **Singapore**, and Destination **Malaysia**, the following Free Trade Agreements (FTAs) are applicable:

## Regional FTAs (ASEAN-based)

### 1. **ATIGA (ASEAN Trade in Goods Agreement)**
- **Full Name:** ASEAN Trade in Goods Agreement
- **Applicable Rules of Origin:** 
  - Wholly obtained or produced in the exporting ",155303.71,6819.24,200,Success
2026-05-05T11:31:09.532753,50,load,Direct,What is Singapore Customs' approach to border controls against counterfeit goods?,"### Singapore Customs' Approach to Border Controls Against Counterfeit Goods

Singapore Customs employs a comprehensive and multi-layered approach to combat counterfeit goods at the border through its **Border Enforcement of Intellectual Property Rights** programme. This approach includes both proactive and reactive measures:

---

#### **1. Seizure on Request**

Rights holders can request Singapore Customs to seize suspected counterfeit goods by giving notice to the Director-General of Customs.",153600.96,10090.31,200,Success
